Ano,2010,2015,2020,2024
Kcal,ND,122,111,122
Proteínas,2.346,2.2,3.0,2.2
Grasas,4.413,3.5,1.7,3.5
Colesterol,ND,0.8,0,0.8
Carbohidratos,21.3,20.4,21.1,20.4
Azúcares,12.516,12.0,5.0,12.0
Fibra,ND,0,2.8,0
Sodio,69.6,82.0,97.0,82.0
